,STATE/UT,DISTRICT,Year,Murder,Assault on women,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs,Violent Crimes,Property Crimes,Total Crimes
1861,Rajasthan,CHURU,2003,2,7,1,0,0,0,134,4,0,1,144,0,149
1862,Rajasthan,DAUSA,2003,0,2,0,0,0,4,1,5,0,88,3,4,100
1863,Rajasthan,DHOLPUR,2003,0,5,2,0,1,1,1,109,0,0,8,2,119
1864,Rajasthan,DUNGARPUR,2003,0,2,0,0,0,0,0,3,0,8,2,0,13
1865,Rajasthan,G.R.P.,2003,0,0,0,0,0,0,0,5,0,0,0,0,5
1866,Rajasthan,GANGANAGAR,2003,0,22,3,0,0,1,62,10,0,212,87,1,310
1867,Rajasthan,HANUMANGARH,2003,4,17,4,0,0,0,7,2,0,136,32,0,170
1868,Rajasthan,JAIPUR,2003,2,8,0,0,0,6,4,93,0,110,14,6,223
1869,Rajasthan,JAISALMER,2003,0,1,0,0,0,0,0,45,0,1,1,0,47
1870,Rajasthan,JALORE,2003,0,0,0,0,0,0,1,2,0,113,1,0,116
1871,Rajasthan,JHALAWAR,2003,2,8,3,0,0,1,24,2,0,44,37,1,84
1872,Rajasthan,JHUNJHUNU,2003,2,5,0,0,0,5,91,5,0,44,98,5,152
1873,Rajasthan,JODHPUR,2003,0,4,1,0,0,5,207,35,0,0,212,5,252
1874,Rajasthan,KARAULI,2003,0,0,0,0,0,0,0,11,0,108,0,0,119
1875,Rajasthan,KOTA,2003,1,7,0,0,0,0,15,2,0,76,23,0,101
1876,Rajasthan,NAGAUR,2003,1,7,0,0,0,7,3,3,0,219,11,7,240
1877,Rajasthan,PALI,2003,2,2,0,0,0,0,2,9,0,232,6,0,247
1878,Rajasthan,RAJSAMAND,2003,0,2,0,0,0,1,11,1,0,19,13,1,34
1879,Rajasthan,SAWAI MADHOPUR,2003,0,2,0,0,0,2,3,1,0,74,5,2,82
1880,Rajasthan,SIKAR,2003,1,4,0,0,0,1,0,4,0,102,5,1,112
1881,Rajasthan,SIROHI,2003,1,1,1,0,0,1,34,8,0,1,37,1,47
1882,Rajasthan,TONK,2003,1,2,0,0,0,1,1,206,0,0,4,1,211
1883,Rajasthan,UDAIPUR,2003,0,3,2,0,1,0,3,7,0,16,8,1,32
1884,Sikkim,EAST,2003,0,1,0,0,0,0,1,0,0,1,2,0,3
1885,Sikkim,NORTH,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,Sikkim,SOUTH,2003,1,0,0,0,0,0,0,0,0,1,1,0,2
1887,Sikkim,WEST,2003,0,1,0,0,0,0,0,0,0,1,1,0,2
1888,Tamil nadu,CHENGAI,2003,1,2,0,0,0,0,5,6,149,1,8,0,164
1889,Tamil nadu,CHENNAI,2003,0,0,0,0,0,0,0,7,0,7,0,0,14
1890,Tamil nadu,CHENNAI RLY.,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,Tamil nadu,COIMBATORE RURAL,2003,1,1,0,0,0,0,0,59,0,0,2,0,61
1892,Tamil nadu,COIMBATORE URBAN,2003,0,0,0,0,0,0,0,8,0,3,0,0,11
1893,Tamil nadu,CUDDALORE,2003,2,2,0,0,0,0,28,32,2,6,32,0,72
1894,Tamil nadu,DHARMAPURI,2003,0,2,0,0,0,0,29,47,0,16,31,0,94
1895,Tamil nadu,DINDIGUL,2003,0,3,0,0,0,0,1,26,0,5,4,0,35
1896,Tamil nadu,ERODE,2003,1,0,0,0,0,0,0,26,1,0,1,0,28
1897,Tamil nadu,KANCHIPURAM,2003,0,0,0,0,0,0,0,26,0,26,0,0,52
1898,Tamil nadu,KANYAKUMARI,2003,0,0,0,0,0,0,0,6,5,0,0,0,11
1899,Tamil nadu,KARUR,2003,0,0,0,0,0,0,8,3,0,0,8,0,11
1900,Tamil nadu,MADURAI RURAL,2003,0,3,0,0,0,0,18,57,0,0,21,0,78
1901,Tamil nadu,MADURAI URBAN,2003,0,0,0,0,0,0,0,9,0,9,0,0,18
1902,Tamil nadu,NAGAPATTINAM,2003,0,1,0,0,0,0,1,29,0,1,2,0,32
1903,Tamil nadu,NAMAKKAL,2003,0,0,0,0,0,0,0,23,0,0,0,0,23
1904,Tamil nadu,NILGIRIS,2003,0,0,0,0,0,0,0,2,0,2,0,0,4
1905,Tamil nadu,PERAMBALUR,2003,2,0,0,0,0,0,3,34,0,0,5,0,39
1906,Tamil nadu,PUDUKOTTAI,2003,0,0,0,0,0,0,8,85,0,0,8,0,93
1907,Tamil nadu,RAMNATHAPURAM,2003,0,0,0,0,0,0,8,17,0,34,8,0,59
1908,Tamil nadu,SALEM RURAL,2003,0,0,0,0,0,0,3,22,0,1,3,0,26
1909,Tamil nadu,SALEM URBAN,2003,1,0,0,0,0,0,0,2,7,1,1,0,11
1910,Tamil nadu,SIVAGANGAI,2003,0,0,0,0,0,0,0,62,0,0,0,0,62
1911,Tamil nadu,THANJAVUR,2003,2,0,0,0,0,0,20,4,29,22,22,0,77
1912,Tamil nadu,THENI,2003,0,0,0,0,0,0,0,10,0,0,0,0,10
1913,Tamil nadu,THIRUNELVELI RURAL,2003,2,3,2,0,0,0,1,44,2,35,8,0,89
1914,Tamil nadu,THIRUNELVELI URBAN,2003,0,0,0,0,0,0,0,10,0,10,0,0,20
1915,Tamil nadu,THIRUVALLUR,2003,0,0,3,0,0,0,12,11,0,0,15,0,26
1916,Tamil nadu,THIRUVANNAMALAI,2003,1,3,0,0,0,0,1,17,3,17,5,0,42
1917,Tamil nadu,THIRUVARUR,2003,0,0,0,0,0,0,0,18,0,18,0,0,36
1918,Tamil nadu,THOOTHUGUDI,2003,0,0,0,0,0,0,0,19,0,0,0,0,19
1919,Tamil nadu,TRICHY RLY.,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,Tamil nadu,TRICHY RURAL,2003,0,0,0,0,0,0,0,20,0,20,0,0,40
1921,Tamil nadu,TRICHY URBAN,2003,0,0,0,0,0,0,0,4,0,0,0,0,4
1922,Tamil nadu,VELLORE,2003,0,1,0,0,0,0,0,2,0,0,1,0,3
1923,Tamil nadu,VILLUPURAM,2003,1,3,0,0,0,0,5,0,0,48,9,0,57
1924,Tamil nadu,VIRUDHUNAGAR,2003,2,1,0,0,1,0,12,29,0,29,15,1,74
1925,Tripura,DHALAI,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,Tripura,NORTH,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,Tripura,SOUTH,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,Tripura,WEST,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,Uttar pradesh,AGRA,2003,12,9,6,0,1,0,5,84,0,51,32,1,168
1930,Uttar pradesh,ALIGARH,2003,5,4,3,0,1,1,7,63,12,32,19,2,128
1931,Uttar pradesh,ALLAHABAD,2003,2,9,4,0,0,0,8,82,0,59,23,0,164
1932,Uttar pradesh,AMBEDKAR NAGAR,2003,2,1,0,0,0,0,0,5,0,1,3,0,9
1933,Uttar pradesh,AURAIYA,2003,4,1,1,1,0,0,3,0,0,6,9,1,16
1934,Uttar pradesh,AZAMGARH,2003,6,3,0,0,0,0,0,14,0,47,9,0,70
1935,Uttar pradesh,BADAUN,2003,8,6,1,0,0,0,0,19,0,1,15,0,35
1936,Uttar pradesh,BAGHPAT,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,Uttar pradesh,BAHRAICH,2003,1,0,1,0,0,0,0,6,0,5,2,0,13
1938,Uttar pradesh,BALLIA,2003,0,0,0,0,0,0,1,3,0,5,1,0,9
1939,Uttar pradesh,BALRAMPUR,2003,3,0,0,0,0,0,0,1,0,1,3,0,5
1940,Uttar pradesh,BANDA,2003,3,4,0,0,0,0,3,29,0,43,10,0,82
1941,Uttar pradesh,BARABANKI,2003,6,2,0,0,1,1,9,47,0,12,17,2,78
1942,Uttar pradesh,BAREILLY,2003,7,7,0,2,1,0,7,20,5,13,21,3,62
1943,Uttar pradesh,BASTI,2003,1,1,0,0,0,0,0,22,0,23,2,0,47
1944,Uttar pradesh,BIJNOR,2003,7,4,2,0,0,0,1,4,0,10,14,0,28
1945,Uttar pradesh,BULANDSHAHAR,2003,5,1,1,0,0,0,4,9,0,0,11,0,20
1946,Uttar pradesh,CHANDOLI,2003,2,1,0,0,0,0,0,7,0,7,3,0,17
1947,Uttar pradesh,CHITRAKOOT DHAM,2003,4,6,1,0,0,0,2,14,0,1,13,0,28
1948,Uttar pradesh,DEORIA,2003,0,1,0,0,0,1,2,3,0,8,3,1,15
1949,Uttar pradesh,ETAH,2003,10,4,3,0,0,0,7,4,11,9,24,0,48
1950,Uttar pradesh,ETAWAH,2003,1,1,1,0,0,0,0,6,0,3,3,0,12
1951,Uttar pradesh,FAIZABAD,2003,3,3,0,0,0,0,0,2,0,2,6,0,10
1952,Uttar pradesh,FATEHGARH,2003,6,0,0,0,0,0,0,6,0,11,6,0,23
1953,Uttar pradesh,FATEHPUR,2003,6,1,0,0,0,0,0,11,0,4,7,0,22
1954,Uttar pradesh,FIROZABAD,2003,8,1,1,0,0,0,0,0,0,1,10,0,11
1955,Uttar pradesh,G.R.P.,2003,0,1,0,0,0,0,0,1,0,0,1,0,2
1956,Uttar pradesh,GAUTAMBUDH NAGAR,2003,2,0,0,0,0,1,1,10,0,6,3,1,20
1957,Uttar pradesh,GHAZIABAD,2003,7,3,1,0,1,0,1,0,0,7,12,1,20
1958,Uttar pradesh,GHAZIPUR,2003,1,0,0,0,0,0,1,22,0,29,2,0,53
1959,Uttar pradesh,GONDA,2003,0,0,0,0,0,1,3,7,0,3,3,1,14
1960,Uttar pradesh,GORAKHPUR,2003,4,2,4,0,0,0,2,21,0,26,12,0,59
1961,Uttar pradesh,HAMIRPUR,2003,5,1,1,0,0,0,2,14,0,14,9,0,37
1962,Uttar pradesh,HARDOI,2003,6,5,1,0,0,1,27,23,0,24,39,1,87
1963,Uttar pradesh,HATHRAS,2003,3,6,0,0,0,0,0,0,0,0,9,0,9
1964,Uttar pradesh,J.P.NAGAR,2003,2,1,4,0,0,0,1,16,0,8,8,0,32
1965,Uttar pradesh,JALAUN,2003,3,1,0,0,0,0,2,25,0,19,6,0,50
1966,Uttar pradesh,JAUNPUR,2003,3,2,1,0,0,0,0,1,1,2,6,0,10
1967,Uttar pradesh,JHANSI,2003,5,2,2,0,0,0,0,6,0,5,9,0,20
1968,Uttar pradesh,KANNAUJ,2003,4,1,3,0,0,0,2,0,0,14,10,0,24
1969,Uttar pradesh,KANPUR DEHAT,2003,2,2,1,0,0,0,3,1,0,17,8,0,26
1970,Uttar pradesh,KANPUR NAGAR,2003,12,8,2,0,0,0,8,27,0,26,30,0,83
1971,Uttar pradesh,KAUSHAMBI,2003,8,3,0,0,0,0,1,0,0,5,12,0,17
1972,Uttar pradesh,KHIRI,2003,6,7,3,0,1,1,5,7,0,21,21,2,51
1973,Uttar pradesh,KUSHI NAGAR,2003,0,2,0,0,0,0,0,6,5,4,2,0,17
1974,Uttar pradesh,LALITPUR,2003,2,2,3,0,0,0,1,13,0,0,8,0,21
1975,Uttar pradesh,LUCKNOW,2003,8,6,4,0,0,0,4,53,0,9,22,0,84
1976,Uttar pradesh,MAHARAJGANJ,2003,1,0,0,0,0,0,0,23,0,0,1,0,24
1977,Uttar pradesh,MAHOBA,2003,0,1,0,0,0,0,0,6,0,6,1,0,13
1978,Uttar pradesh,MAINPURI,2003,6,3,3,0,0,1,9,33,0,11,21,1,66
1979,Uttar pradesh,MATHURA,2003,12,1,3,0,0,0,5,42,13,21,21,0,97
1980,Uttar pradesh,MAU,2003,0,0,0,0,0,0,0,10,3,0,0,0,13
1981,Uttar pradesh,MEERUT,2003,5,2,1,0,1,0,3,32,0,20,11,1,64
1982,Uttar pradesh,MIRZAPUR,2003,2,3,0,0,0,0,0,3,0,2,5,0,10
1983,Uttar pradesh,MORADABAD,2003,0,7,1,0,0,0,7,3,0,17,15,0,35
1984,Uttar pradesh,MUZAFFARNAGAR,2003,5,5,1,0,0,0,0,0,0,5,11,0,16
1985,Uttar pradesh,PILIBHIT,2003,3,5,1,0,0,0,2,15,0,4,11,0,30
1986,Uttar pradesh,PRATAPGARH,2003,4,2,0,0,0,0,0,12,0,6,6,0,24
1987,Uttar pradesh,RAIBAREILLY,2003,5,5,1,0,0,0,3,7,0,11,14,0,32
1988,Uttar pradesh,RAMPUR,2003,2,3,0,0,1,0,0,1,0,2,5,1,9
1989,Uttar pradesh,SAHARANPUR,2003,5,5,0,0,0,0,2,10,2,10,12,0,34
1990,Uttar pradesh,SANT KABIRNAGAR,2003,2,0,1,0,0,0,0,18,0,17,3,0,38
1991,Uttar pradesh,SHAHJAHANPUR,2003,7,7,0,0,0,0,2,0,0,13,16,0,29
1992,Uttar pradesh,SHRAWASTI,2003,1,1,0,0,0,0,0,3,0,3,2,0,8
1993,Uttar pradesh,SIDHARTHNAGAR,2003,1,0,1,1,0,0,0,6,0,6,2,1,15
1994,Uttar pradesh,SITAPUR,2003,11,5,8,0,0,1,8,67,0,67,32,1,167
1995,Uttar pradesh,SONBHADRA,2003,0,4,0,0,0,0,0,7,0,7,4,0,18
1996,Uttar pradesh,ST.RAVIDASNAGAR,2003,0,1,0,0,0,0,0,6,0,2,1,0,9
1997,Uttar pradesh,SULTANPUR,2003,3,2,0,0,0,1,2,29,0,28,7,1,65
1998,Uttar pradesh,UNNAO,2003,16,5,2,0,0,0,6,69,0,28,29,0,126
1999,Uttar pradesh,VARANASI,2003,2,2,0,0,0,2,0,12,0,5,4,2,23
2000,Uttarakhand,ALMORA,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Uttarakhand,BAGESHWAR,2003,0,0,0,0,0,0,9,9,0,0,9,0,18
2002,Uttarakhand,CHAMOLI,2003,0,0,0,0,0,0,0,3,0,0,0,0,3
2003,Uttarakhand,CHAMPAWAT,2003,0,1,0,0,0,0,0,0,0,0,1,0,1
2004,Uttarakhand,DEHRADUN,2003,3,1,1,0,0,0,6,5,0,0,11,0,16
2005,Uttarakhand,HARIDWAR,2003,0,0,0,0,0,0,2,2,0,0,2,0,4
2006,Uttarakhand,NAINITAL,2003,0,1,1,0,0,0,9,11,0,0,11,0,22
2007,Uttarakhand,PAURI GARHWAL,2003,0,0,0,0,0,0,6,6,0,0,6,0,12
2008,Uttarakhand,PITHORAGARH,2003,0,0,0,0,0,0,0,3,0,0,0,0,3
2009,Uttarakhand,RUDRA PRAYAG,2003,0,0,0,0,0,0,3,6,0,0,3,0,9
2010,Uttarakhand,TEHRI GARHWAL,2003,0,0,0,0,0,0,7,7,0,0,7,0,14
2011,Uttarakhand,UDHAMSINGH NAGAR,2003,2,3,2,0,0,0,4,0,0,0,11,0,11
2012,Uttarakhand,UTTARKASHI,2003,0,0,0,0,0,0,2,14,0,0,2,0,16
2013,West bengal,24 PARGANAS NORTH,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,West bengal,24 PARGANAS SOUTH,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,West bengal,ASANSOL,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,West bengal,BANKURA,2003,0,0,0,0,0,0,1,0,0,2,1,0,3
2017,West bengal,BIRBHUM,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,West bengal,BURDWAN,2003,0,0,0,0,0,0,0,1,0,0,0,0,1
2019,West bengal,COOCHBEHAR,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,West bengal,DAKSHIN DINAJPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,West bengal,DARJEELING,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,West bengal,HOOGHLY,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,West bengal,HOWRAH,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,West bengal,HOWRAH CITY,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,West bengal,HOWRAH G.R.P.,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,West bengal,JALPAIGURI,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,West bengal,KHARAGPUR G.R.P.,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,West bengal,KOLKATA,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,West bengal,MALDA,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,West bengal,MURSHIDABAD,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,West bengal,NADIA,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,West bengal,PASCHIM MIDNAPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,West bengal,PURAB MIDNAPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,West bengal,PURULIA,2003,0,0,0,0,0,0,0,0,0,1,0,0,1
2035,West bengal,SEALDAH G.R.P.,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,West bengal,SILIGURI G.R.P.,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,West bengal,UTTAR DINAJPUR,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,A & n islands,ANDAMAN,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,A & n islands,NICOBAR,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,Chandigarh,CHANDIGARH,2003,0,1,0,0,0,0,0,0,0,0,1,0,1
2041,D & n haveli,D and N HAVELI,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,Daman & diu,DAMAN,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,Daman & diu,DIU,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,Delhi,CENTRAL,2003,0,0,0,0,0,0,0,2,0,0,0,0,2
2045,Delhi,EAST,2003,0,0,0,0,0,0,0,4,0,0,0,0,4
2046,Delhi,GRP(RLY),2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,Delhi,IGI AIRPORT,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,Delhi,NEW DELHI,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,Delhi,NORTH,2003,0,0,0,0,0,0,0,1,0,0,0,0,1
2050,Delhi,NORTH-EAST,2003,1,0,0,0,0,0,0,0,0,0,1,0,1
2051,Delhi,NORTH-WEST,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,Delhi,SOUTH,2003,0,0,0,0,0,0,0,4,0,0,0,0,4
2053,Delhi,SOUTH-WEST,2003,0,0,0,0,0,0,0,1,0,0,0,0,1
2054,Delhi,STF,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,Delhi,WEST,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,Lakshadweep,LAKSHADWEEP,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,Puducherry,PONDICHERRY,2003,0,0,0,0,0,0,4,1,16,1,4,0,22
2058,Andhra pradesh,ADILABAD,2004,0,4,0,0,0,0,3,14,3,25,7,0,49
2059,Andhra pradesh,ANANTAPUR,2004,2,4,0,0,0,4,45,101,1,40,51,4,197
2060,Andhra pradesh,CHITTOOR,2004,1,2,0,0,0,0,18,18,3,45,21,0,87
2061,Andhra pradesh,CUDDAPAH,2004,0,0,1,0,0,1,18,18,0,62,19,1,100
2062,Andhra pradesh,CYBERABAD,2004,1,5,0,0,0,0,0,63,9,0,6,0,78
2063,Andhra pradesh,EAST GODAVARI,2004,4,3,0,0,0,0,41,25,8,33,48,0,114
2064,Andhra pradesh,GUNTAKAL RLY.,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,Andhra pradesh,GUNTUR,2004,3,3,0,0,0,1,34,9,0,81,40,1,131
2066,Andhra pradesh,HYDERABAD CITY,2004,0,2,0,0,0,0,0,67,1,66,2,0,136
2067,Andhra pradesh,KARIMNAGAR,2004,1,3,5,0,0,0,20,163,1,19,29,0,212
2068,Andhra pradesh,KHAMMAM,2004,0,3,1,0,0,0,6,17,0,19,10,0,46
2069,Andhra pradesh,KRISHNA,2004,4,1,0,0,0,0,20,114,0,84,25,0,223
2070,Andhra pradesh,KURNOOL,2004,2,4,0,0,0,2,37,52,0,120,43,2,217
2071,Andhra pradesh,MAHABOOBNAGAR,2004,4,4,0,0,0,3,26,143,0,106,34,3,286
2072,Andhra pradesh,MEDAK,2004,1,2,1,0,0,1,5,50,1,39,9,1,100
2073,Andhra pradesh,NALGONDA,2004,1,1,0,0,0,0,15,111,0,93,17,0,221
2074,Andhra pradesh,NELLORE,2004,6,4,11,0,0,5,21,63,6,89,42,5,205
2075,Andhra pradesh,NIZAMABAD,2004,2,0,0,0,0,3,13,23,0,15,15,3,56
2076,Andhra pradesh,PRAKASHAM,2004,0,3,3,0,1,0,46,15,0,25,52,1,93
2077,Andhra pradesh,RANGA REDDY,2004,0,0,0,0,0,0,12,9,0,28,12,0,49
2078,Andhra pradesh,SECUNDERABAD RLY.,2004,0,0,0,0,0,0,0,1,0,0,0,0,1
2079,Andhra pradesh,SRIKAKULAM,2004,0,2,0,0,0,0,9,50,0,42,11,0,103
2080,Andhra pradesh,VIJAYAWADA,2004,2,2,5,0,6,0,49,17,21,31,58,6,133
2081,Andhra pradesh,VIJAYAWADA RLY.,2004,0,0,0,0,0,0,0,1,0,0,0,0,1
2082,Andhra pradesh,VISAKHA RURAL,2004,0,1,0,0,0,0,7,11,0,26,8,0,45
2083,Andhra pradesh,VISAKHAPATNAM,2004,2,2,0,0,0,0,1,8,0,7,5,0,20
2084,Andhra pradesh,VIZIANAGARAM,2004,1,0,0,0,0,0,0,6,14,0,1,0,21
2085,Andhra pradesh,WARANGAL,2004,0,4,0,0,0,0,12,82,0,66,16,0,164
2086,Andhra pradesh,WEST GODAVARI,2004,2,7,1,0,0,0,16,68,0,73,26,0,167
2087,Arunachal pradesh,CHANGLANG,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,Arunachal pradesh,DIBANG VALLEY,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,Arunachal pradesh,K/KUMEY,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,Arunachal pradesh,KAMENG EAST,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,Arunachal pradesh,KAMENG WEST,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,Arunachal pradesh,LOHIT,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,Arunachal pradesh,PAPUM PARE,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,Arunachal pradesh,SIANG EAST,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,Arunachal pradesh,SIANG UPPER,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,Arunachal pradesh,SIANG WEST,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,Arunachal pradesh,SUBANSIRI LOWER,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,Arunachal pradesh,SUBANSIRI UPPER,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,Arunachal pradesh,TAWANG,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,Arunachal pradesh,TIRAP,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,Arunachal pradesh,UPPER DIBANG VALLEY,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,Assam,BARPETA,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,Assam,BONGAIGAON,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,Assam,C.I.D.,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,Assam,CACHAR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,Assam,DARRANG,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,Assam,DHEMAJI,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,Assam,DHUBRI,2004,0,0,0,0,0,0,0,0,0,4,0,0,4
2109,Assam,DIBRUGARH,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,Assam,G.R.P.,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,Assam,GOALPARA,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,Assam,GOLAGHAT,2004,0,1,1,0,1,1,3,0,0,0,5,2,7
2113,Assam,GUWAHATI CITY,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,Assam,HAILAKANDI,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,Assam,JORHAT,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,Assam,KAMRUP,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,Assam,KARBI ANGLONG,2004,0,0,0,0,0,0,0,0,0,9,0,0,9
2118,Assam,KARIMGANJ,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,Assam,KOKRAJHAR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,Assam,LAKHIMPUR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,Assam,MORIGAON,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,Assam,N.C.HILLS,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,Assam,NAGAON,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,Assam,NALBARI,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,Assam,R.P.O.,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,Assam,SIBSAGAR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,Assam,SONITPUR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,Assam,TINSUKIA,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,Bihar,ARARIA,2004,0,0,0,0,0,12,18,42,0,14,18,12,86
2130,Bihar,ARWAL,2004,0,0,0,0,0,0,0,1,0,0,0,0,1
2131,Bihar,AURANGABAD,2004,0,0,0,0,0,0,43,43,0,0,43,0,86
2132,Bihar,BAGAHA,2004,0,0,0,0,0,0,0,22,0,0,0,0,22
2133,Bihar,BANKA,2004,0,0,0,0,0,0,0,3,0,3,0,0,6
2134,Bihar,BEGUSARAI,2004,1,2,2,0,0,0,8,69,0,56,13,0,138
2135,Bihar,BETTIAH,2004,0,0,0,0,0,0,80,87,0,0,80,0,167
2136,Bihar,BHABHUA,2004,1,0,0,0,0,2,8,13,0,2,9,2,26
2137,Bihar,BHAGALPUR,2004,0,1,0,0,0,1,2,39,0,35,3,1,78
2138,Bihar,BHOJPUR,2004,0,0,0,0,0,0,0,71,0,0,0,0,71
2139,Bihar,BUXAR,2004,2,1,0,0,0,0,7,23,1,11,10,0,45
2140,Bihar,DARBHANGA,2004,0,0,0,0,0,0,0,151,0,0,0,0,151
2141,Bihar,GAYA,2004,1,1,1,0,8,1,12,59,0,3,15,9,86
2142,Bihar,GOPALGANJ,2004,0,0,0,0,0,3,2,40,0,0,2,3,45
2143,Bihar,JAMALPUR RLY.,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,Bihar,JAMUI,2004,0,0,0,0,0,0,0,25,0,0,0,0,25
2145,Bihar,JEHANABAD,2004,6,1,0,1,0,1,4,3,6,0,11,2,22
2146,Bihar,KATIHAR,2004,0,0,0,0,0,0,18,18,0,0,18,0,36
2147,Bihar,KATIHAR RLY.,2004,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,Bihar,KHAGARIA,2004,0,0,0,0,0,0,0,14,0,0,0,0,14
2149,Bihar,KISHANGANJ,2004,1,0,0,0,0,1,15,17,1,0,16,1,35
2150,Bihar,LAKHISARAI,2004,0,3,0,0,0,0,0,6,0,0,3,0,9
